GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",3121,333,1728,249,1521,248,258,127,63,39,1200,218,207,119,177,111,128,95,26,41,23,30,30,33,0,28,0,28,30,33,1393,228,1265,220,290,110,42,34,933,194,128,87,113,84,99,81,0,28,14,21,15,18,0,28,0,28,15,18
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",1185,306,570,209,570,209,205,143,30,45,335,158,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,615,212,571,202,259,167,0,19,312,136,44,50,44,50,16,26,0,19,28,46,0,19,0,19,0,19,0,19
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",1543,241,808,181,774,170,42,34,0,22,732,168,34,41,26,38,0,22,0,22,26,38,8,14,0,22,0,22,8,14,735,145,735,145,170,88,0,22,565,136,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",856,189,510,137,440,120,97,62,18,20,325,102,70,44,32,30,22,26,10,15,0,19,38,34,28,30,0,19,10,17,346,111,321,111,136,67,22,23,163,78,25,29,25,29,25,29,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",1681,239,1014,162,975,162,300,107,78,67,597,132,39,35,25,29,13,19,0,22,12,19,14,22,0,22,0,22,14,22,667,135,667,135,121,71,43,38,503,117,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",4235,516,2116,340,1658,283,395,138,199,100,1064,238,458,196,311,156,159,109,125,91,27,36,147,97,66,61,8,13,73,72,2119,397,1895,366,692,208,189,137,1014,260,224,104,172,95,101,69,51,62,20,32,52,41,20,23,31,37,1,2
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",561,130,350,118,291,113,76,63,0,17,215,101,59,43,59,43,44,38,15,23,0,17,0,17,0,17,0,17,0,17,211,79,211,79,64,51,20,24,127,59,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",1359,239,618,180,607,181,62,39,40,48,505,172,11,16,11,16,0,22,0,22,11,16,0,22,0,22,0,22,0,22,741,173,716,171,324,122,0,22,392,144,25,27,25,27,0,22,0,22,25,27,0,22,0,22,0,22,0,22
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",2132,302,1153,273,1044,264,396,154,35,45,613,194,109,68,97,65,49,44,23,37,25,30,12,20,0,25,12,20,0,25,979,195,815,178,318,122,18,23,479,132,164,107,152,106,116,92,0,25,36,52,12,20,0,25,0,25,12,20
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",226,94,70,50,70,50,0,12,0,12,70,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,156,76,117,66,32,32,0,12,85,64,39,44,39,44,39,44,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",5711,600,2724,365,2464,355,514,199,397,148,1553,259,260,100,188,88,116,68,42,39,30,35,72,62,72,62,0,28,0,28,2987,430,2739,428,1027,269,379,184,1333,303,248,135,169,107,81,54,35,40,53,83,79,83,33,37,0,28,46,75
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",2397,334,1341,232,1165,221,218,102,146,76,801,210,176,76,149,73,117,62,32,33,0,28,27,24,4,8,0,28,23,24,1056,208,944,198,172,82,160,72,612,177,112,46,100,44,52,40,0,28,48,32,12,17,0,28,0,28,12,17
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",1864,317,953,275,856,262,151,96,64,54,641,194,97,78,83,74,83,74,0,25,0,25,14,22,0,25,0,25,14,22,911,173,898,171,404,154,10,15,484,106,13,21,13,21,13,21,0,25,0,25,0,25,0,25,0,25,0,25
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",628,133,274,88,259,88,66,61,23,25,170,69,15,24,15,24,15,24,0,19,0,19,0,19,0,19,0,19,0,19,354,102,339,100,59,48,0,19,280,104,15,23,15,23,15,23,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",1491,275,891,214,816,184,149,73,0,22,667,175,75,79,69,77,52,76,0,22,17,25,6,10,0,22,6,10,0,22,600,173,540,137,56,41,0,22,484,127,60,69,20,30,20,30,0,22,0,22,40,63,0,22,0,22,40,63
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",1281,192,729,175,724,179,179,84,19,23,526,142,5,8,0,19,0,19,0,19,0,19,5,8,0,19,0,19,5,8,552,150,543,148,218,83,6,11,319,104,9,15,0,19,0,19,0,19,0,19,9,15,0,19,0,19,9,15
0600000US0900302060,0900302060,"Avon town, Hartford County, Connecticut",894,192,486,117,477,114,147,62,26,33,304,99,9,17,9,17,9,17,0,19,0,19,0,19,0,19,0,19,0,19,408,146,408,146,214,119,0,19,194,82,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",952,233,588,178,587,178,48,46,72,57,467,158,1,3,1,3,1,3,0,22,0,22,0,22,0,22,0,22,0,22,364,149,364,149,139,88,0,22,225,126,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",1003,210,569,166,500,168,158,110,0,22,342,150,69,66,0,22,0,22,0,22,0,22,69,66,68,66,0,22,1,2,434,160,404,150,68,64,33,43,303,127,30,36,30,36,0,22,0,22,30,36,0,22,0,22,0,22,0,22
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",2906,399,1635,305,1214,235,402,135,80,62,732,184,421,181,311,171,190,117,35,41,86,96,110,100,49,70,57,73,4,7,1271,252,1074,220,455,167,70,52,549,165,197,119,127,70,76,69,37,37,14,20,70,98,0,28,70,98,0,28
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",442,114,219,68,206,71,30,27,18,21,158,59,13,19,0,17,0,17,0,17,0,17,13,19,13,19,0,17,0,17,223,79,223,79,68,42,10,15,145,64,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",436,176,106,73,106,73,20,27,0,19,86,73,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,330,155,317,153,101,83,19,29,197,135,13,22,13,22,0,19,0,19,13,22,0,19,0,19,0,19,0,19
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",53,43,53,43,53,43,30,46,0,17,23,37,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",2681,292,1344,242,1068,260,219,89,179,100,670,227,276,190,247,185,52,39,47,40,148,169,29,50,0,28,0,28,29,50,1337,275,1094,277,452,159,48,49,594,198,243,113,186,84,89,62,48,37,49,43,57,72,38,62,0,28,19,35
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",349,132,273,129,233,120,77,74,0,19,156,88,40,41,32,39,15,26,17,29,0,19,8,16,0,19,0,19,8,16,76,76,76,76,61,72,0,19,15,23,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",2291,305,1361,237,1008,190,334,124,105,62,569,166,353,139,324,138,228,129,31,31,65,51,29,24,0,25,16,18,13,14,930,189,748,163,263,96,108,77,377,115,182,80,145,71,127,69,16,19,2,4,37,33,26,33,6,9,5,10
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",1116,171,556,138,479,116,108,62,37,43,334,102,77,84,76,83,76,83,0,22,0,22,1,2,0,22,0,22,1,2,560,153,548,152,198,75,17,20,333,115,12,17,3,6,0,22,0,22,3,6,9,16,9,16,0,22,0,22
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",1714,229,861,160,811,155,259,99,83,65,469,121,50,34,37,27,21,24,0,25,16,24,13,21,13,21,0,25,0,25,853,164,813,160,220,80,76,54,517,150,40,44,40,44,10,14,0,25,30,41,0,25,0,25,0,25,0,25
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",697,173,311,122,311,122,87,66,19,29,205,90,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,386,125,321,112,127,80,0,19,194,85,65,59,65,59,65,59,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",9412,588,4487,391,3746,371,380,110,541,155,2825,327,741,184,355,134,213,117,67,47,75,71,386,161,91,55,66,42,229,145,4925,408,4314,386,749,183,628,180,2937,363,611,186,473,168,218,103,134,75,121,79,138,87,37,38,37,36,64,52
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",96,41,66,38,44,26,9,9,9,8,26,22,22,31,22,31,22,31,0,12,0,12,0,12,0,12,0,12,0,12,30,17,24,15,5,7,7,9,12,10,6,8,6,8,6,8,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",2267,319,1101,243,1009,249,356,138,201,104,452,127,92,84,76,85,13,16,9,13,54,83,16,25,0,28,14,24,2,3,1166,216,1025,205,329,120,189,94,507,142,141,84,110,74,49,51,25,39,36,40,31,47,0,28,14,21,17,26
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",446,220,227,119,208,116,21,33,37,44,150,91,19,30,19,30,19,30,0,17,0,17,0,17,0,17,0,17,0,17,219,138,187,128,82,58,0,17,105,102,32,50,32,50,0,17,32,50,0,17,0,17,0,17,0,17,0,17
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",4327,367,2295,292,1868,266,331,127,52,43,1485,243,427,236,348,231,160,97,0,28,188,201,79,63,41,43,0,28,38,46,2032,288,1584,281,264,123,118,62,1202,243,448,143,277,104,155,88,39,47,83,63,171,102,52,55,0,28,119,85
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",1420,225,726,159,659,137,214,98,28,26,417,120,67,63,65,64,57,64,8,12,0,25,2,3,0,25,0,25,2,3,694,162,641,155,276,125,74,52,291,105,53,54,53,54,53,54,0,25,0,25,0,25,0,25,0,25,0,25
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",868,247,352,133,321,129,157,86,69,77,95,53,31,35,31,35,12,19,19,30,0,19,0,19,0,19,0,19,0,19,516,177,516,177,197,109,46,43,273,114,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",630,170,241,99,199,85,57,56,0,22,142,76,42,50,42,50,42,50,0,22,0,22,0,22,0,22,0,22,0,22,389,161,389,161,125,81,105,94,159,79,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",1178,183,646,151,646,151,208,78,57,47,381,126,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,532,114,523,112,173,62,28,28,322,86,9,14,9,14,9,14,0,22,0,22,0,22,0,22,0,22,0,22
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",2001,284,1176,238,1006,197,268,95,34,28,704,166,170,92,153,90,84,87,18,29,51,50,17,19,11,18,0,25,6,7,825,194,766,196,318,128,30,32,418,139,59,54,59,54,35,42,0,25,24,35,0,25,0,25,0,25,0,25
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",1520,296,700,226,694,225,331,201,41,36,322,102,6,10,6,10,6,10,0,22,0,22,0,22,0,22,0,22,0,22,820,188,782,185,261,116,21,26,500,127,38,37,28,33,15,26,13,20,0,22,10,16,10,16,0,22,0,22
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",1057,269,368,110,311,108,90,53,43,36,178,88,57,44,45,42,9,15,0,19,36,38,12,22,12,22,0,19,0,19,689,285,583,209,199,105,38,46,346,154,106,103,106,103,92,102,0,19,14,21,0,19,0,19,0,19,0,19
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",3874,398,1879,334,1709,297,367,87,234,118,1108,243,170,104,85,66,23,21,62,64,0,28,85,81,0,28,56,76,29,26,1995,238,1871,233,456,147,53,40,1362,199,124,61,54,34,54,34,0,28,0,28,70,53,60,53,0,28,10,15
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",1418,235,668,186,599,176,155,75,39,51,405,147,69,63,53,58,36,35,0,22,17,28,16,25,16,25,0,22,0,22,750,195,629,165,335,130,32,27,262,130,121,82,108,78,108,78,0,22,0,22,13,20,0,22,0,22,13,20
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",1121,252,614,170,597,173,206,99,66,60,325,135,17,21,16,21,10,19,6,10,0,22,1,2,0,22,0,22,1,2,507,161,459,150,134,93,88,91,237,97,48,49,48,49,20,22,0,22,28,43,0,22,0,22,0,22,0,22
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",540,179,311,147,223,98,65,43,0,19,158,97,88,90,22,22,21,23,0,19,1,4,66,84,0,19,14,22,52,81,229,102,180,95,82,52,44,43,54,49,49,43,49,43,9,15,40,40,0,19,0,19,0,19,0,19,0,19
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",127,62,53,30,45,28,8,13,6,10,31,23,8,13,8,13,8,13,0,12,0,12,0,12,0,12,0,12,0,12,74,53,74,53,6,11,34,49,34,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",169,65,77,37,70,35,7,12,0,12,63,34,7,11,0,12,0,12,0,12,0,12,7,11,7,11,0,12,0,12,92,49,91,50,32,25,0,12,59,44,1,2,1,2,0,12,0,12,1,2,0,12,0,12,0,12,0,12
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",90,29,49,23,43,21,13,9,0,12,30,19,6,6,6,6,0,12,6,6,0,12,0,12,0,12,0,12,0,12,41,20,33,19,19,18,0,12,14,9,8,12,8,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",65,30,20,15,10,9,10,9,0,12,0,12,10,12,7,11,7,11,0,12,0,12,3,5,0,12,0,12,3,5,45,22,41,22,20,17,4,5,17,11,4,5,4,5,4,5,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",121,40,77,40,58,31,4,6,4,8,50,29,19,19,19,19,14,18,5,6,0,12,0,12,0,12,0,12,0,12,44,20,40,22,8,8,7,15,25,15,4,6,0,12,0,12,0,12,0,12,4,6,0,12,0,12,4,6
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",41,19,17,10,17,10,5,5,0,12,12,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,16,24,16,11,13,0,12,13,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",103,53,36,29,28,28,17,24,0,12,11,17,8,13,0,12,0,12,0,12,0,12,8,13,0,12,0,12,8,13,67,40,44,30,23,24,0,12,21,23,23,27,11,19,11,19,0,12,0,12,12,19,0,12,0,12,12,19
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",316,112,209,84,186,81,61,40,10,16,115,56,23,27,23,27,0,17,23,27,0,17,0,17,0,17,0,17,0,17,107,69,99,68,47,34,12,20,40,50,8,13,8,13,8,13,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",278,194,184,172,173,173,6,12,0,12,167,173,11,17,0,12,0,12,0,12,0,12,11,17,0,12,11,17,0,12,94,107,84,114,0,12,49,112,35,27,10,16,0,12,0,12,0,12,0,12,10,16,0,12,0,12,10,16
0600000US0900543370,0900543370,"Litchfield town, Litchfield County, Connecticut",427,158,258,112,244,110,94,59,70,67,80,69,14,13,14,13,7,7,7,11,0,17,0,17,0,17,0,17,0,17,169,85,156,83,97,60,0,17,59,55,13,14,13,14,0,17,13,14,0,17,0,17,0,17,0,17,0,17
0600000US0900549460,0900549460,"Morris town, Litchfield County, Connecticut",130,49,71,30,56,24,15,13,9,14,32,18,15,13,10,10,10,10,0,12,0,12,5,8,5,8,0,12,0,12,59,35,53,34,13,12,0,12,40,32,6,10,0,12,0,12,0,12,0,12,6,10,6,10,0,12,0,12
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",318,119,88,57,88,57,36,41,0,17,52,41,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,230,95,213,91,99,83,0,17,114,71,17,26,17,26,17,26,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900552630,0900552630,"New Milford town, Litchfield County, Connecticut",1329,251,666,159,578,144,180,85,20,21,378,120,88,63,88,63,80,61,0,22,8,13,0,22,0,22,0,22,0,22,663,194,641,193,354,169,66,57,221,87,22,28,5,8,5,8,0,22,0,22,17,27,0,22,0,22,17,27
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",74,30,23,13,23,13,11,10,0,12,12,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,25,51,25,20,19,0,12,31,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900554030,0900554030,"North Canaan town, Litchfield County, Connecticut",126,73,54,40,54,40,35,32,0,12,19,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,57,39,38,29,34,0,12,10,15,33,40,33,40,33,40,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900560750,0900560750,"Plymouth town, Litchfield County, Connecticut",624,166,241,101,241,101,97,68,9,13,135,74,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,383,137,376,136,186,109,51,62,139,62,7,12,7,12,0,19,0,19,7,12,0,19,0,19,0,19,0,19
0600000US0900565930,0900565930,"Roxbury town, Litchfield County, Connecticut",140,62,93,65,58,30,0,12,0,12,58,30,35,41,35,41,35,41,0,12,0,12,0,12,0,12,0,12,0,12,47,26,47,26,8,12,0,12,39,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900566420,0900566420,"Salisbury town, Litchfield County, Connecticut",163,66,76,42,66,44,0,12,0,12,66,44,10,16,10,16,10,16,0,12,0,12,0,12,0,12,0,12,0,12,87,55,60,48,23,25,0,12,37,41,27,29,12,16,12,16,0,12,0,12,15,23,0,12,0,12,15,23
0600000US0900567960,0900567960,"Sharon town, Litchfield County, Connecticut",52,51,24,29,24,29,0,12,0,12,24,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,44,28,44,0,12,0,12,28,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900575730,0900575730,"Thomaston town, Litchfield County, Connecticut",303,84,186,68,151,56,39,31,10,16,102,51,35,45,30,45,0,17,0,17,30,45,5,9,5,9,0,17,0,17,117,55,117,55,57,38,6,11,54,37,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
