GEO.id,GEO.id2,GEO.display-label,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M
0600000US0900305910,0900305910,"Bloomfield town, Hartford County, Connecticut",1121,248,670,218,657,216,201,139,0,23,456,165,13,20,12,20,0,23,11,19,1,2,1,2,0,23,0,23,1,2,451,130,428,133,64,63,33,44,331,117,23,27,23,27,12,21,0,23,11,16,0,23,0,23,0,23,0,23
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",3165,467,1691,324,1308,247,421,149,125,78,762,191,383,182,253,141,182,112,0,29,71,95,130,108,71,92,37,53,22,27,1474,318,1236,269,646,187,36,54,554,179,238,134,123,81,95,74,16,27,12,15,115,109,0,29,99,103,16,26
0600000US0900310100,0900310100,"Burlington town, Hartford County, Connecticut",455,105,228,85,198,72,70,51,0,17,128,58,30,35,17,31,17,31,0,17,0,17,13,20,13,20,0,17,0,17,227,66,213,71,38,33,9,15,166,63,14,22,14,22,0,17,0,17,14,22,0,17,0,17,0,17,0,17
0600000US0900312270,0900312270,"Canton town, Hartford County, Connecticut",501,167,141,107,141,107,67,97,0,19,74,57,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,360,152,360,152,137,96,36,50,187,116,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900322070,0900322070,"East Granby town, Hartford County, Connecticut",70,62,20,31,20,31,20,31,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,50,56,50,56,29,46,0,17,21,34,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900322630,0900322630,"East Hartford town, Hartford County, Connecticut",3166,399,1673,350,1442,295,418,155,213,116,811,222,231,154,216,152,93,71,7,10,116,130,15,21,0,29,0,29,15,21,1493,297,1257,282,616,198,118,87,523,180,236,120,148,82,47,44,66,52,35,39,88,95,32,38,0,29,56,91
0600000US0900324800,0900324800,"East Windsor town, Hartford County, Connecticut",328,144,225,135,181,129,61,73,0,19,120,92,44,43,35,38,17,27,18,27,0,19,9,18,0,19,0,19,9,18,103,70,103,70,16,28,23,34,64,63,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900325990,0900325990,"Enfield town, Hartford County, Connecticut",2194,333,1364,253,1036,215,316,110,127,87,593,176,328,152,268,140,169,121,46,51,53,51,60,55,0,26,14,23,46,48,830,165,685,143,274,117,50,39,361,113,145,79,119,73,96,67,22,24,1,4,26,21,9,14,0,26,17,15
0600000US0900327600,0900327600,"Farmington town, Hartford County, Connecticut",1112,182,632,138,522,116,149,66,23,35,350,105,110,71,99,71,47,54,11,18,41,45,11,15,0,23,0,23,11,15,480,129,475,129,179,89,25,26,271,90,5,12,5,12,0,23,0,23,5,12,0,23,0,23,0,23,0,23
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",1648,253,968,210,907,200,173,75,137,103,597,160,61,42,36,31,26,27,0,26,10,17,25,29,9,15,0,26,16,25,680,170,680,170,157,61,54,43,469,151,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26
0600000US0900332640,0900332640,"Granby town, Hartford County, Connecticut",651,130,349,106,349,106,157,103,16,26,176,77,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,302,96,272,92,83,59,0,19,189,73,30,36,30,36,30,36,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900337070,0900337070,"Hartford town, Hartford County, Connecticut",8667,595,4087,462,3453,405,446,154,302,119,2705,352,634,201,346,162,223,125,81,71,42,37,288,152,39,44,40,39,209,142,4580,390,4008,401,754,180,504,153,2750,356,572,155,476,152,186,94,121,80,169,86,96,68,48,34,6,17,42,58
0600000US0900337140,0900337140,"Hartland town, Hartford County, Connecticut",72,38,63,39,39,29,4,7,3,5,32,28,24,34,24,34,24,34,0,12,0,12,0,12,0,12,0,12,0,12,9,12,9,12,0,12,0,12,9,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900344700,0900344700,"Manchester town, Hartford County, Connecticut",2357,384,1290,276,1090,279,386,169,122,109,582,188,200,139,197,140,87,69,13,22,97,116,3,5,0,29,0,29,3,5,1067,224,943,220,355,154,83,56,505,153,124,77,124,77,79,57,0,29,45,49,0,29,0,29,0,29,0,29
0600000US0900345820,0900345820,"Marlborough town, Hartford County, Connecticut",292,134,182,87,182,87,0,17,21,34,161,82,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,110,93,110,93,63,55,0,17,47,52,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900350440,0900350440,"New Britain town, Hartford County, Connecticut",4250,457,2135,331,1691,253,282,124,91,67,1318,250,444,204,343,193,120,74,29,46,194,178,101,79,64,53,0,29,37,58,2115,308,1674,288,313,104,107,80,1254,279,441,174,305,139,146,87,46,52,113,100,136,103,0,29,42,65,94,78
0600000US0900352140,0900352140,"Newington town, Hartford County, Connecticut",1573,275,745,176,647,172,217,108,32,33,398,113,98,60,69,43,30,31,39,31,0,26,29,42,0,26,0,26,29,42,828,240,716,181,366,137,63,54,287,99,112,101,112,101,112,101,0,26,0,26,0,26,0,26,0,26,0,26
0600000US0900360120,0900360120,"Plainville town, Hartford County, Connecticut",645,172,290,107,288,108,109,77,42,63,137,75,2,12,1,3,1,3,0,19,0,19,1,11,0,19,0,19,1,11,355,132,355,132,90,60,50,61,215,88,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900365370,0900365370,"Rocky Hill town, Hartford County, Connecticut",610,220,274,119,225,108,84,88,0,23,141,72,49,50,49,50,49,50,0,23,0,23,0,23,0,23,0,23,0,23,336,174,336,174,116,88,51,62,169,87,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",1169,189,644,139,644,139,176,77,13,13,455,114,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,525,136,525,136,147,58,20,26,358,111,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23
0600000US0900370550,0900370550,"Southington town, Hartford County, Connecticut",2256,365,1349,309,1103,217,302,104,72,63,729,184,246,172,241,171,156,171,29,35,56,61,5,7,0,26,0,26,5,7,907,210,818,188,299,133,0,26,519,166,89,78,89,78,37,54,0,26,52,56,0,26,0,26,0,26,0,26
0600000US0900371390,0900371390,"South Windsor town, Hartford County, Connecticut",1559,279,647,161,612,144,198,86,0,23,414,119,35,46,35,46,35,46,0,23,0,23,0,23,0,23,0,23,0,23,912,241,849,246,310,134,10,16,529,180,63,56,27,32,0,23,12,17,15,27,36,45,36,45,0,23,0,23
0600000US0900374540,0900374540,"Suffield town, Hartford County, Connecticut",996,215,500,133,453,126,157,83,34,30,262,97,47,44,15,19,7,11,0,19,8,17,32,40,26,40,0,19,6,13,496,188,459,185,97,51,10,14,352,173,37,33,37,33,13,21,0,19,24,26,0,19,0,19,0,19,0,19
0600000US0900382590,0900382590,"West Hartford town, Hartford County, Connecticut",3457,386,1481,240,1372,238,350,103,131,84,891,177,109,65,94,61,36,29,37,41,21,31,15,17,0,29,0,29,15,17,1976,290,1840,281,493,149,66,53,1281,260,136,68,45,36,45,36,0,29,0,29,91,57,79,55,0,29,12,18
0600000US0900384900,0900384900,"Wethersfield town, Hartford County, Connecticut",1378,184,688,173,663,170,210,113,104,85,349,112,25,30,8,13,8,13,0,23,0,23,17,28,17,28,0,23,0,23,690,202,629,202,302,139,27,31,300,118,61,56,47,51,47,51,0,23,0,23,14,21,0,23,0,23,14,21
0600000US0900387000,0900387000,"Windsor town, Hartford County, Connecticut",1371,291,663,196,656,194,168,106,8,15,480,159,7,11,5,9,5,9,0,23,0,23,2,5,0,23,0,23,2,5,708,180,621,175,198,106,132,104,291,101,87,57,87,57,60,46,0,23,27,39,0,23,0,23,0,23,0,23
0600000US0900387070,0900387070,"Windsor Locks town, Hartford County, Connecticut",529,156,335,138,256,104,77,45,0,19,179,102,79,60,60,53,59,53,0,19,1,2,19,31,0,19,19,31,0,19,194,99,125,78,29,33,38,54,58,47,69,60,69,60,5,8,64,60,0,19,0,19,0,19,0,19,0,19
0600000US0900502760,0900502760,"Barkhamsted town, Litchfield County, Connecticut",110,44,74,37,64,37,28,28,11,18,25,23,10,16,10,16,10,16,0,12,0,12,0,12,0,12,0,12,0,12,36,31,36,31,25,27,0,12,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900504930,0900504930,"Bethlehem town, Litchfield County, Connecticut",184,66,54,31,45,30,7,11,0,12,38,27,9,13,0,12,0,12,0,12,0,12,9,13,9,13,0,12,0,12,130,63,95,49,20,26,0,12,75,48,35,43,35,43,33,42,0,12,2,7,0,12,0,12,0,12,0,12
0600000US0900508210,0900508210,"Bridgewater town, Litchfield County, Connecticut",66,21,44,17,38,16,19,12,0,12,19,11,6,7,6,7,0,12,6,7,0,12,0,12,0,12,0,12,0,12,22,13,22,13,7,7,0,12,15,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900510940,0900510940,"Canaan town, Litchfield County, Connecticut",41,25,3,5,0,12,0,12,0,12,0,12,3,5,0,12,0,12,0,12,0,12,3,5,0,12,0,12,3,5,38,24,38,24,23,22,0,12,15,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",119,42,81,39,67,33,7,7,0,12,60,32,14,17,14,17,14,17,0,12,0,12,0,12,0,12,0,12,0,12,38,24,31,22,15,12,7,16,9,10,7,9,4,6,4,6,0,12,0,12,3,6,0,12,0,12,3,6
0600000US0900517240,0900517240,"Cornwall town, Litchfield County, Connecticut",61,36,26,22,26,22,4,4,0,12,22,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,21,31,19,13,14,0,12,18,15,4,6,4,6,4,6,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900532290,0900532290,"Goshen town, Litchfield County, Connecticut",81,58,23,23,12,17,0,12,0,12,12,17,11,17,0,12,0,12,0,12,0,12,11,17,0,12,0,12,11,17,58,49,47,46,37,44,10,16,0,12,11,16,0,12,0,12,0,12,0,12,11,16,0,12,0,12,11,16
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",272,100,159,78,146,76,36,39,33,35,77,45,13,23,13,23,0,17,13,23,0,17,0,17,0,17,0,17,0,17,113,72,106,71,68,42,20,29,18,26,7,12,7,12,7,12,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",201,182,136,176,136,176,5,10,0,12,131,175,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,65,44,65,44,17,25,5,11,43,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900543370,0900543370,"Litchfield town, Litchfield County, Connecticut",339,124,200,86,187,88,46,47,74,61,67,55,13,15,13,15,4,8,9,13,0,17,0,17,0,17,0,17,0,17,139,82,130,81,74,73,0,17,56,45,9,13,9,13,0,17,9,13,0,17,0,17,0,17,0,17,0,17
0600000US0900549460,0900549460,"Morris town, Litchfield County, Connecticut",102,48,58,34,48,27,10,13,11,17,27,16,10,11,5,8,5,8,0,12,0,12,5,8,5,8,0,12,0,12,44,22,38,22,15,13,0,12,23,18,6,9,0,12,0,12,0,12,0,12,6,9,6,9,0,12,0,12
0600000US0900551350,0900551350,"New Hartford town, Litchfield County, Connecticut",500,160,205,104,205,104,72,61,21,33,112,67,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,295,116,273,113,145,99,19,31,109,64,22,34,22,34,22,34,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900552630,0900552630,"New Milford town, Litchfield County, Connecticut",1149,210,647,157,575,157,181,78,28,36,366,124,72,65,72,65,30,37,0,23,42,51,0,23,0,23,0,23,0,23,502,149,496,150,228,104,52,49,216,105,6,10,6,10,6,10,0,23,0,23,0,23,0,23,0,23,0,23
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",61,23,25,15,25,15,11,10,0,12,14,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,18,36,18,22,18,0,12,14,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900554030,0900554030,"North Canaan town, Litchfield County, Connecticut",120,67,65,45,43,44,24,36,0,12,19,21,22,32,22,32,0,12,22,32,0,12,0,12,0,12,0,12,0,12,55,55,39,49,18,27,0,12,21,34,16,24,16,24,16,24,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900560750,0900560750,"Plymouth town, Litchfield County, Connecticut",478,143,170,86,170,86,60,60,0,19,110,69,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,308,115,265,103,121,73,38,56,106,63,43,38,43,38,0,19,0,19,43,38,0,19,0,19,0,19,0,19
0600000US0900565930,0900565930,"Roxbury town, Litchfield County, Connecticut",142,62,100,57,58,30,24,25,0,12,34,28,42,36,42,36,34,36,0,12,8,12,0,12,0,12,0,12,0,12,42,21,42,21,7,11,0,12,35,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900566420,0900566420,"Salisbury town, Litchfield County, Connecticut",141,85,95,73,95,73,3,7,0,12,92,73,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,43,13,19,0,12,0,12,13,19,33,38,16,27,16,27,0,12,0,12,17,25,0,12,0,12,17,25
0600000US0900567960,0900567960,"Sharon town, Litchfield County, Connecticut",96,74,46,40,46,40,0,12,0,12,46,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,50,62,50,62,0,12,0,12,50,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
