GEO.id,GEO.id2,GEO.display-label,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M
0600000US0900304300,900304300,"Berlin town, Hartford County, Connecticut",1261,305,620,242,598,243,294,218,0,24,304,131,22,32,22,32,22,32,0,24,0,24,0,24,0,24,0,24,0,24,641,176,598,178,133,78,0,24,465,181,43,62,0,24,0,24,0,24,0,24,43,62,43,62,0,24,0,24
0600000US0900305910,900305910,"Bloomfield town, Hartford County, Connecticut",996,236,654,187,621,186,206,140,22,34,393,172,33,46,32,46,0,24,31,46,1,2,1,2,0,24,0,24,1,2,342,136,319,133,47,50,20,34,252,119,23,27,23,27,14,23,0,24,9,14,0,24,0,24,0,24,0,24
0600000US0900308490,900308490,"Bristol town, Hartford County, Connecticut",2759,428,1524,298,1210,291,588,224,137,116,485,159,314,147,293,146,144,91,8,13,141,118,21,27,0,30,0,30,21,27,1235,299,1046,273,555,178,23,34,468,207,189,104,94,66,73,65,7,18,14,22,95,84,0,30,85,82,10,16
0600000US0900310100,900310100,"Burlington town, Hartford County, Connecticut",503,150,270,103,215,82,82,67,6,9,127,52,55,53,55,53,48,52,7,12,0,18,0,18,0,18,0,18,0,18,233,90,219,92,34,36,16,18,169,78,14,22,14,22,0,18,0,18,14,22,0,18,0,18,0,18,0,18
0600000US0900312270,900312270,"Canton town, Hartford County, Connecticut",435,155,183,118,183,118,90,103,0,20,93,61,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,252,97,252,97,92,72,34,49,126,75,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20
0600000US0900322070,900322070,"East Granby town, Hartford County, Connecticut",89,84,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,89,84,89,84,68,79,0,18,21,35,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
0600000US0900322630,900322630,"East Hartford town, Hartford County, Connecticut",3006,478,1473,320,1293,306,384,167,247,132,662,188,180,106,161,108,78,56,20,24,63,90,19,21,0,30,0,30,19,21,1533,374,1388,382,613,226,131,115,644,230,145,77,129,75,43,41,46,43,40,43,16,19,16,19,0,30,0,30
0600000US0900324800,900324800,"East Windsor town, Hartford County, Connecticut",419,154,268,136,222,128,47,59,0,20,175,110,46,50,39,45,26,40,13,22,0,20,7,19,0,20,0,20,7,19,151,93,151,93,11,20,69,87,71,77,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20
0600000US0900325990,900325990,"Enfield town, Hartford County, Connecticut",2071,358,1104,241,781,190,306,122,113,76,362,138,323,162,281,149,110,107,82,87,89,78,42,44,0,27,0,27,42,44,967,265,844,266,248,121,44,26,552,243,123,76,90,65,79,63,9,14,2,4,33,33,6,11,0,27,27,30
0600000US0900327600,900327600,"Farmington town, Hartford County, Connecticut",1005,225,551,140,467,129,140,88,17,26,310,101,84,55,74,54,31,35,10,16,33,34,10,13,0,24,0,24,10,13,454,149,449,149,213,131,25,25,211,80,5,11,5,11,0,24,0,24,5,11,0,24,0,24,0,24,0,24
0600000US0900331240,900331240,"Glastonbury town, Hartford County, Connecticut",1542,312,841,212,798,208,118,64,105,100,575,152,43,34,27,25,18,21,0,27,9,15,16,26,0,27,0,27,16,26,701,211,696,211,137,78,33,27,526,195,5,10,5,10,0,27,0,27,5,10,0,27,0,27,0,27,0,27
0600000US0900332640,900332640,"Granby town, Hartford County, Connecticut",590,149,335,108,335,108,140,96,0,20,195,93,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,255,100,236,97,48,45,0,20,188,92,19,30,19,30,19,30,0,20,0,20,0,20,0,20,0,20,0,20
0600000US0900337070,900337070,"Hartford town, Hartford County, Connecticut",8955,654,4485,416,3696,426,675,220,310,140,2711,353,789,202,548,174,395,151,81,58,72,68,241,139,88,96,55,49,98,57,4470,477,3808,460,693,213,436,145,2679,390,662,244,421,153,232,112,75,75,114,70,241,213,38,36,5,17,198,209
0600000US0900337140,900337140,"Hartland town, Hartford County, Connecticut",71,34,64,33,42,29,6,9,0,13,36,28,22,26,22,26,17,25,0,13,5,7,0,13,0,13,0,13,0,13,7,10,7,10,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900344700,900344700,"Manchester town, Hartford County, Connecticut",2348,349,1220,259,1004,249,273,126,153,141,578,156,216,111,201,112,100,61,7,12,94,98,15,22,12,21,0,30,3,5,1128,221,988,209,363,146,53,42,572,186,140,85,140,85,95,69,0,30,45,49,0,30,0,30,0,30,0,30
0600000US0900345820,900345820,"Marlborough town, Hartford County, Connecticut",318,132,208,118,208,118,17,27,49,71,142,91,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,110,86,110,86,74,57,0,18,36,42,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
0600000US0900350440,900350440,"New Britain town, Hartford County, Connecticut",4391,495,2190,345,1923,337,392,191,157,86,1374,281,267,134,217,129,97,87,28,44,92,85,50,45,48,45,0,30,2,3,2201,341,1747,313,403,180,78,63,1266,269,454,187,362,158,146,94,48,55,168,138,92,93,0,30,52,82,40,45
0600000US0900352140,900352140,"Newington town, Hartford County, Connecticut",1446,301,686,139,562,132,167,79,24,27,371,115,124,84,98,78,66,69,32,44,0,27,26,39,0,27,0,27,26,39,760,259,704,220,420,215,34,35,250,90,56,69,56,69,56,69,0,27,0,27,0,27,0,27,0,27,0,27
0600000US0900360120,900360120,"Plainville town, Hartford County, Connecticut",830,318,454,241,294,136,63,52,6,9,225,122,160,212,159,212,159,212,0,20,0,20,1,6,0,20,0,20,1,6,376,201,286,140,69,48,42,53,175,105,90,145,90,145,90,145,0,20,0,20,0,20,0,20,0,20,0,20
0600000US0900365370,900365370,"Rocky Hill town, Hartford County, Connecticut",822,454,474,377,436,381,180,191,0,24,256,205,38,40,38,40,38,40,0,24,0,24,0,24,0,24,0,24,0,24,348,165,348,165,71,71,21,30,256,144,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
0600000US0900368940,900368940,"Simsbury town, Hartford County, Connecticut",1279,301,703,189,703,189,145,79,0,24,558,174,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,576,234,576,234,131,66,9,15,436,224,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24
0600000US0900370550,900370550,"Southington town, Hartford County, Connecticut",2227,324,1326,243,1143,214,261,82,189,161,693,145,183,102,179,101,108,85,27,33,44,44,4,5,0,27,0,27,4,5,901,222,807,210,253,130,35,59,519,172,94,75,94,75,35,52,0,27,59,58,0,27,0,27,0,27,0,27
0600000US0900371390,900371390,"South Windsor town, Hartford County, Connecticut",1315,244,634,166,596,155,170,82,11,15,415,135,38,43,38,43,38,43,0,24,0,24,0,24,0,24,0,24,0,24,681,196,632,191,172,93,9,13,451,194,49,54,14,23,0,24,0,24,14,23,35,44,35,44,0,24,0,24
0600000US0900374540,900374540,"Suffield town, Hartford County, Connecticut",931,205,438,136,423,135,211,116,8,12,204,97,15,19,8,12,0,20,0,20,8,12,7,15,0,20,0,20,7,15,493,164,464,165,107,52,0,20,357,165,29,34,29,34,11,17,0,20,18,29,0,20,0,20,0,20,0,20
0600000US0900382590,900382590,"West Hartford town, Hartford County, Connecticut",3191,324,1471,277,1363,268,303,91,83,61,977,239,108,63,95,62,35,33,44,47,16,23,13,14,0,30,0,30,13,14,1720,218,1566,198,407,109,35,30,1124,176,154,89,61,57,61,57,0,30,0,30,93,56,93,56,0,30,0,30
0600000US0900384900,900384900,"Wethersfield town, Hartford County, Connecticut",1330,252,735,215,703,203,205,99,98,81,400,154,32,54,0,24,0,24,0,24,0,24,32,54,0,24,0,24,32,54,595,189,549,190,253,135,22,26,274,120,46,54,33,52,33,52,0,24,0,24,13,19,0,24,0,24,13,19
0600000US0900387000,900387000,"Windsor town, Hartford County, Connecticut",1336,236,602,134,595,134,99,83,21,28,475,116,7,8,5,8,5,8,0,24,0,24,2,4,0,24,0,24,2,4,734,189,630,171,163,97,120,88,347,135,104,63,85,56,84,56,0,24,1,3,19,31,0,24,0,24,19,31
0600000US0900387070,900387070,"Windsor Locks town, Hartford County, Connecticut",683,209,328,119,212,86,70,51,0,20,142,77,116,67,105,67,104,67,0,20,1,2,11,18,0,20,11,18,0,20,355,194,284,185,111,113,44,63,129,99,71,66,71,66,5,10,66,67,0,20,0,20,0,20,0,20,0,20
0600000US0900502760,900502760,"Barkhamsted town, Litchfield County, Connecticut",154,75,63,37,53,35,32,31,10,14,11,16,10,15,10,15,10,15,0,13,0,13,0,13,0,13,0,13,0,13,91,74,91,74,59,52,0,13,32,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900504930,900504930,"Bethlehem town, Litchfield County, Connecticut",205,77,72,39,63,38,0,13,8,13,55,36,9,13,0,13,0,13,0,13,0,13,9,13,9,13,0,13,0,13,133,68,102,59,18,23,0,13,84,55,31,37,31,37,28,36,0,13,3,7,0,13,0,13,0,13,0,13
0600000US0900508210,900508210,"Bridgewater town, Litchfield County, Connecticut",58,20,39,16,36,16,16,11,0,13,20,13,3,4,3,4,0,13,3,4,0,13,0,13,0,13,0,13,0,13,19,10,19,10,7,7,0,13,12,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900510940,900510940,"Canaan town, Litchfield County, Connecticut",54,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,54,42,54,42,15,16,0,13,39,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900516050,900516050,"Colebrook town, Litchfield County, Connecticut",60,35,38,23,35,22,5,5,0,13,30,21,3,4,3,4,3,4,0,13,0,13,0,13,0,13,0,13,0,13,22,21,17,20,6,7,8,17,3,6,5,5,3,4,3,4,0,13,0,13,2,4,0,13,0,13,2,4
0600000US0900517240,900517240,"Cornwall town, Litchfield County, Connecticut",88,39,40,21,40,21,8,7,0,13,32,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,48,30,45,29,12,13,0,13,33,27,3,5,3,5,3,5,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900532290,900532290,"Goshen town, Litchfield County, Connecticut",106,66,18,21,8,13,0,13,0,13,8,13,10,17,0,13,0,13,0,13,0,13,10,17,0,13,0,13,10,17,88,58,80,57,58,52,12,19,10,18,8,13,0,13,0,13,0,13,0,13,8,13,0,13,0,13,8,13
0600000US0900537280,900537280,"Harwinton town, Litchfield County, Connecticut",251,99,148,84,148,84,46,45,32,32,70,52,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,103,69,103,69,70,42,15,23,18,27,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
0600000US0900540290,900540290,"Kent town, Litchfield County, Connecticut",105,70,58,47,58,47,10,22,0,13,48,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,47,41,47,41,18,26,11,23,18,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900543370,900543370,"Litchfield town, Litchfield County, Connecticut",309,114,179,81,154,78,51,47,33,37,70,57,25,28,19,26,0,18,19,26,0,18,6,11,0,18,0,18,6,11,130,68,130,68,68,56,0,18,62,45,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
0600000US0900549460,900549460,"Morris town, Litchfield County, Connecticut",155,99,108,76,86,54,20,17,38,50,28,18,22,27,5,8,5,8,0,13,0,13,17,23,17,23,0,13,0,13,47,33,47,33,5,8,0,13,42,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900551350,900551350,"New Hartford town, Litchfield County, Connecticut",516,128,216,97,216,97,107,81,15,24,94,62,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,300,114,286,113,132,97,39,61,115,73,14,23,14,23,14,23,0,18,0,18,0,18,0,18,0,18,0,18
0600000US0900552630,900552630,"New Milford town, Litchfield County, Connecticut",1429,260,819,187,665,235,293,176,8,13,364,143,154,143,154,143,7,15,94,126,53,68,0,24,0,24,0,24,0,24,610,181,578,176,193,101,113,96,272,147,32,45,0,24,0,24,0,24,0,24,32,45,32,45,0,24,0,24
0600000US0900553470,900553470,"Norfolk town, Litchfield County, Connecticut",62,26,18,11,18,11,7,7,0,13,11,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,44,28,44,28,21,17,0,13,23,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900554030,900554030,"North Canaan town, Litchfield County, Connecticut",162,87,120,77,102,75,65,71,0,13,37,39,18,26,18,26,0,13,18,26,0,13,0,13,0,13,0,13,0,13,42,42,30,34,14,20,0,13,16,26,12,20,12,20,12,20,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900560750,900560750,"Plymouth town, Litchfield County, Connecticut",536,151,209,90,209,90,49,44,0,20,160,72,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,327,130,275,106,90,56,26,38,159,83,52,46,52,46,0,20,0,20,52,46,0,20,0,20,0,20,0,20
0600000US0900565930,900565930,"Roxbury town, Litchfield County, Connecticut",115,56,84,55,42,30,19,21,0,13,23,26,42,38,42,38,30,32,0,13,12,13,0,13,0,13,0,13,0,13,31,21,31,21,6,9,0,13,25,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900566420,900566420,"Salisbury town, Litchfield County, Connecticut",80,49,66,45,66,45,11,23,0,13,55,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,23,0,13,0,13,0,13,0,13,14,23,0,13,0,13,0,13,0,13,14,23,0,13,0,13,14,23
0600000US0900567960,900567960,"Sharon town, Litchfield County, Connecticut",63,57,24,27,24,27,0,13,0,13,24,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,39,51,39,51,0,13,0,13,39,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
0600000US0900575730,900575730,"Thomaston town, Litchfield County, Connecticut",330,156,163,94,132,86,80,83,7,13,45,36,31,40,31,40,6,14,0,18,25,39,0,18,0,18,0,18,0,18,167,82,167,82,123,81,0,18,44,32,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
